EstablecimientoCodigo,EstablecimientoGlosa,RegionCodigo,RegionGlosa,ComunaCodigo,ComunaGlosa,ServicioSaludCodigo,ServicioSaludGlosa,TipoEstablecimiento,DependenciaAdministrativa,NivelAtencion,TipoUrgencia,Latitud,Longitud,NivelComplejidad,Anio,SemanaEstadistica,OrdenCausa,Causa,NumTotal,NumMenor1Anio,Num1a4Anios,Num5a14Anios,Num15a64Anios,Num65oMas,FechaAtencionTexto,SexoPaciente,PrioridadTriage,CostoAtencionCLP,FechaAtencion,anio_fecha,mes_fecha,dia_semana
910333,hospital regional de temuco,9,la araucania,9101,temuco,13,servicio de salud araucania sur,hospital,servicio de salud,terciario,urgencia hospitalaria especializada,-38.7397,-72.5984,alta complejidad,2025,4,6,covid-19 sospecha/confirmada,160,15,17,35,70,23,20-01-2025,m,c4,100343.0,2025-01-20,2025.0,1.0,monday
110901,hospital regional de arica dr. juan noe,15,arica y parinacota,15101,arica,1,servicio de salud arica,hospital,servicio de salud,terciario,hospitalaria (ueh),-33.4372,-70.3126,alta complejidad,2025,5,1,influenza y neumonia,224,20,24,24,104,52,2025/01/27,m,c3,110848.0,,,,
110901,hospital regional de arica dr. juan noe,15,arica y parinacota,15101,arica,1,servicio de salud arica,hospital,servicio de salud,terciario,hospitalaria (ueh),-18.4783,-70.3126,alta complejidad,2025,5,2,infeccion respiratoria aguda alta,213,14,491,50,93,31,27.01.25,m,c3,118459.0,,,,
110901,hospital regional de arica dr. juan noe,15,arica y parinacota,15101,arica,1,servicio de salud arica,hospital,servicio de salud,terciario,hospitalaria (ueh),-18.4783,-70.3126,alta complejidad,2025,5,3,bronquitis/bronquiolitis aguda,147,47,36,25,36,3,2025/01/27,m,c4,68186.0,,,,
110901,hospital regional de arica dr. juan noe,15,arica y parinacota,15101,arica,1,servicio de salud arica,hospital,servicio de salud,terciario,hospitalaria (ueh),-18.4783,-70.3126,alta complejidad,2025,5,4,crisis asmática,190,6,15,53,98,18,2025/01/27,f,c3,110069.0,,,,
110901,hospital regional de arica dr. juan noe,15,arica y parinacota,15101,arica,1,servicio de salud arica,hospital,servicio de salud,terciario,hospitalaria (ueh),-18.4783,-70.3126,alta complejidad,2025,5,5,insuficiencia respiratoria aguda,65,4,2,4,20,35,27.01.25,m,c2,119494.0,,,,
110901,hospital regional de arica dr. juan noe,15,arica y parinacota,15101,arica,1,servicio de salud arica,hospital,servicio de salud,terciario,hospitalaria (ueh),-18.4783,-70.3126,alta complejidad,2025,5,6,covid-19 sospecha/confirmada,200,12,26,33,99,30,27-01-2025,m,c3,109280.0,2025-01-27,2025.0,1.0,monday
130215,hospital dr. gustavo fricke,5,valparaiso,5109,vina del mar,5,servicio de salud vina del mar-quillota,hospital,servicio de salud,terciario,hospitalaria (ueh),-33.0245,-71.5518,alta complejidad,2025,5,1,influenza y neumonia,186,17,19,36,71,43,27-01-2025,f,c3,67805.0,2025-01-27,2025.0,1.0,monday
130215,hospital dr. gustavo fricke,5,valparaiso,5109,vina del mar,5,servicio de salud vina del mar-quillota,hospital,servicio de salud,terciario,hospitalaria (ueh),-33.0245,-71.5518,alta complejidad,2025,5,2,infeccion respiratoria aguda alta,70,3,6,12,44,5,2025/01/27,f,c3,105580.0,,,,
130215,hospital dr. gustavo fricke,5,valparaiso,5109,vina del mar,5,servicio de salud vina del mar-quillota,hospital,servicio de salud,terciario,hospitalaria (ueh),-33.0245,-71.5518,alta complejidad,2025,5,3,bronquitis/bronquiolitis aguda,216,69,47,42,42,16,27.01.25,m,c4,111863.0,,,,
130215,hospital dr. gustavo fricke,5,valparaiso,5109,vina del mar,5,servicio de salud vina del mar-quillota,hospital,servicio de salud,terciario,hospitalaria (ueh),-33.0245,-71.5518,alta complejidad,2025,5,4,crisis asmática,203,7,17,65,94,20,2025/01/27,m,c1,111866.0,,,,
130215,hospital dr. gustavo fricke,5,valparaiso,5109,vina del mar,5,servicio de salud vina del mar-quillota,hospital,servicio de salud,terciario,hospitalaria (ueh),-33.0245,-71.5518,alta complejidad,2025,5,5,insuficiencia respiratoria aguda,52,1,2,4,18,27,27-01-2025,f,c2,79210.0,2025-01-27,2025.0,1.0,monday
130215,hospital dr. gustavo fricke,5,valparaiso,5109,vina del mar,5,servicio de salud vina del mar-quillota,hospital,servicio de salud,terciario,hospitalaria (ueh),-33.0245,-71.5518,alta complejidad,2025,5,6,covid-19 sospecha/confirmada,144,6,19,24,71,24,27-01-2025,m,c3,81933.0,2025-01-27,2025.0,1.0,monday
131450,sar la reina,13,metropolitana,13115,la reina,9,servicio de salud metropolitano oriente,centro de salud,municipal,primario,ambulatoria (sar),-33.4429,-70.5477,baja complejidad,2025,5,1,influenza y neumonia,157,12,18,26,66,35,27-01-2025,f,c3,108925.0,2025-01-27,2025.0,1.0,monday
131450,sar la reina,13,metropolitana,13115,la reina,9,servicio de salud metropolitano oriente,centro de salud,municipal,primario,ambulatoria (sar),-33.4429,-70.5477,baja complejidad,2025,5,2,infeccion respiratoria aguda alta,123,5,18,22,56,22,27-01-2025,f,c4,123082.0,2025-01-27,2025.0,1.0,monday
131450,sar la reina,13,metropolitana,13115,la reina,9,servicio de salud metropolitano oriente,centro de salud,municipal,primario,ambulatoria (sar),-33.4429,-70.5477,baja complejidad,2025,5,3,bronquitis/bronquiolitis aguda,148,45,35,27,34,7,2025/01/27,f,c4,94310.0,,,,
131450,sar la reina,13,metropolitana,13115,la reina,9,servicio de salud metropolitano oriente,centro de salud,municipal,primario,ambulatoria (sar),-33.4429,-70.5477,baja complejidad,2025,5,4,crisis asmática,137,4,12,43,69,9,27-01-2025,m,c3,80515.0,2025-01-27,2025.0,1.0,monday
131450,sar la reina,13,metropolitana,13115,la reina,9,servicio de salud metropolitano oriente,centro de salud,municipal,primario,ambulatoria (sar),-33.4429,-70.5477,baja complejidad,2025,5,5,insuficiencia respiratoria aguda,144,13,2,9,51,69,27.01.25,f,c2,172510.0,,,,
131450,sar la reina,13,metropolitana,13115,la reina,9,servicio de salud metropolitano oriente,centro de salud,municipal,primario,ambulatoria (sar),-33.4429,-70.5477,baja complejidad,2025,5,6,covid-19 sospecha/confirmada,52,4,5,9,27,7,2025/01/27,f,c3,28770.0,,,,
131622,sapu pudahuel sur,13,metropolitana,13126,pudahuel,8,servicio de salud metropolitano occidente,centro de salud,municipal,primario,ambulatoria (sapu),-33.4372,-70.7766,baja complejidad,2025,5,1,influenza y neumonia,112,11,10,14,40,37,2025/01/27,m,c3,118242.0,,,,
131622,sapu pudahuel sur,13,metropolitana,13126,pudahuel,8,servicio de salud metropolitano occidente,centro de salud,municipal,primario,ambulatoria (sapu),-33.4372,-70.7766,baja complejidad,2025,5,2,infeccion respiratoria aguda alta,78,5,9,11,42,11,27.01.25,m,c5,106352.0,,,,
131622,sapu pudahuel sur,13,metropolitana,13126,pudahuel,8,servicio de salud metropolitano occidente,centro de salud,municipal,primario,ambulatoria (sapu),-33.4372,-70.7766,baja complejidad,2025,5,3,bronquitis/bronquiolitis aguda,124,46,27,17,27,7,27-01-2025,m,c2,99540.0,2025-01-27,2025.0,1.0,monday
131622,sapu pudahuel sur,13,metropolitana,13126,pudahuel,8,servicio de salud metropolitano occidente,centro de salud,municipal,primario,ambulatoria (sapu),-33.4372,-70.7766,baja complejidad,2025,5,4,crisis asmática,141,9,14,42,65,11,27-01-2025,m,c1,52420.0,2025-01-27,2025.0,1.0,monday
131622,sapu pudahuel sur,13,metropolitana,13126,pudahuel,8,servicio de salud metropolitano occidente,centro de salud,municipal,primario,ambulatoria (sapu),-33.4372,-70.7766,baja complejidad,2025,5,5,insuficiencia respiratoria aguda,37,0,2,2,7,26,2025/01/27,f,c2,75804.0,,,,
131622,sapu pudahuel sur,13,metropolitana,13126,pudahuel,8,servicio de salud metropolitano occidente,centro de salud,municipal,primario,ambulatoria (sapu),-33.4372,-70.7766,baja complejidad,2025,5,6,covid-19 sospecha/confirmada,76,4,7,13,42,10,2025/01/27,f,c2,63273.0,,,,
910333,hospital regional de temuco,9,la araucania,9101,temuco,13,servicio de salud araucania sur,hospital,servicio de salud,terciario,urgencia hospitalaria especializada,-38.7397,-72.5984,alta complejidad,2025,5,1,influenza y neumonia,237,24,25,33,94,61,27-01-2025,m,c3,117910.0,2025-01-27,2025.0,1.0,monday
910333,hospital regional de temuco,9,la araucania,9101,temuco,13,servicio de salud araucania sur,hospital,servicio de salud,terciario,urgencia hospitalaria especializada,-38.7397,-72.5984,alta complejidad,2025,5,2,infeccion respiratoria aguda alta,98,5,14,15,43,21,27-01-2025,m,c4,127416.0,2025-01-27,2025.0,1.0,monday
910333,hospital regional de temuco,9,la araucania,9101,temuco,13,servicio de salud araucania sur,hospital,servicio de salud,terciario,urgencia hospitalaria especializada,-38.7397,-72.5984,alta complejidad,2025,5,3,bronquitis/bronquiolitis aguda,116,35,29,17,32,3,27.01.25,m,c3,79175.0,,,,
910333,hospital regional de temuco,9,la araucania,9101,temuco,13,servicio de salud araucania sur,hospital,servicio de salud,terciario,urgencia hospitalaria especializada,-38.7397,-72.5984,alta complejidad,2025,5,4,crisis asmática,76,5,9,20,38,4,2025/01/27,m,c4,120760.0,,,,
910333,hospital regional de temuco,9,la araucania,9101,temuco,13,servicio de salud araucania sur,hospital,servicio de salud,terciario,urgencia hospitalaria especializada,-38.7397,-72.5984,alta complejidad,2025,5,5,insuficiencia respiratoria aguda,182,8,7,10,66,91,27-01-2025,f,c3,133172.0,2025-01-27,2025.0,1.0,monday
910333,hospital regional de temuco,9,la araucania,9101,temuco,13,servicio de salud araucania sur,hospital,servicio de salud,terciario,urgencia hospitalaria especializada,-38.7397,-72.5984,alta complejidad,2025,5,6,covid-19 sospecha/confirmada,176,13,13,39,81,30,2025/01/27,m,c5,93654.0,,,,
110901,hospital regional de arica dr. juan noe,15,arica y parinacota,15101,arica,1,servicio de salud arica,hospital,servicio de salud,terciario,hospitalaria (ueh),-18.4783,-70.3126,alta complejidad,2025,6,1,influenza y neumonia,48,2,6,6,23,11,03.02.25,m,c4,48731.0,,,,
110901,hospital regional de arica dr. juan noe,15,arica y parinacota,15101,arica,1,servicio de salud arica,hospital,servicio de salud,terciario,hospitalaria (ueh),-18.4783,-70.3126,alta complejidad,2025,6,2,infeccion respiratoria aguda alta,126,4,11,28,57,26,03.02.25,m,c5,90151.0,,,,
110901,hospital regional de arica dr. juan noe,15,arica y parinacota,15101,arica,1,servicio de salud arica,hospital,servicio de salud,terciario,hospitalaria (ueh),-18.4783,-70.3126,alta complejidad,2025,6,3,bronquitis/bronquiolitis aguda,199,65,60,30,32,12,03-02-2025,m,c2,81994.0,2025-02-03,2025.0,2.0,monday
110901,hospital regional de arica dr. juan noe,15,arica y parinacota,15101,arica,1,servicio de salud arica,hospital,servicio de salud,terciario,hospitalaria (ueh),-18.4783,-70.3126,alta complejidad,2025,6,4,crisis asmática,170,6,19,43,78,24,03.02.25,f,c1,77815.0,,,,
110901,hospital regional de arica dr. juan noe,15,arica y parinacota,15101,arica,1,servicio de salud arica,hospital,servicio de salud,terciario,hospitalaria (ueh),-18.4783,-70.3126,alta complejidad,2025,6,5,insuficiencia respiratoria aguda,193,4,3,12,76,98,03.02.25,f,c4,25948.0,,,,
110901,hospital regional de arica dr. juan noe,15,arica y parinacota,15101,arica,1,servicio de salud arica,hospital,servicio de salud,terciario,hospitalaria (ueh),-18.4783,-70.3126,alta complejidad,2025,6,6,covid-19 sospecha/confirmada,240,9,32,49,120,30,2025/02/03,f,c5,109799.0,,,,
130215,hospital dr. gustavo fricke,5,valparaiso,5109,vina del mar,5,servicio de salud vina del mar-quillota,hospital,servicio de salud,terciario,hospitalaria (ueh),-33.0245,-71.5518,alta complejidad,2025,6,1,influenza y neumonia,221,17,25,31,100,48,03-02-2025,m,c4,88689.0,2025-02-03,2025.0,2.0,monday
130215,hospital dr. gustavo fricke,5,valparaiso,5109,vina del mar,5,servicio de salud vina del mar-quillota,hospital,servicio de salud,terciario,hospitalaria (ueh),-33.0245,-71.5518,alta complejidad,2025,6,2,infeccion respiratoria aguda alta,194,15,25,41,83,30,2025/02/03,m,c3,92105.0,,,,
130215,hospital dr. gustavo fricke,5,valparaiso,5109,vina del mar,5,servicio de salud vina del mar-quillota,hospital,servicio de salud,terciario,hospitalaria (ueh),-33.0245,-71.5518,alta complejidad,2025,6,3,bronquitis/bronquiolitis aguda,190,60,42,35,45,8,03-02-2025,f,c4,120408.0,2025-02-03,2025.0,2.0,monday
130215,hospital dr. gustavo fricke,5,valparaiso,5109,vina del mar,5,servicio de salud vina del mar-quillota,hospital,servicio de salud,terciario,hospitalaria (ueh),-33.0245,-71.5518,alta complejidad,2025,6,4,crisis asmática,101,2,13,24,52,10,03-02-2025,m,c3,84884.0,2025-02-03,2025.0,2.0,monday
130215,hospital dr. gustavo fricke,5,valparaiso,5109,vina del mar,5,servicio de salud vina del mar-quillota,hospital,servicio de salud,terciario,hospitalaria (ueh),-33.0245,-71.5518,alta complejidad,2025,6,5,insuficiencia respiratoria aguda,202,9,9,13,79,92,03.02.25,m,c5,70414.0,,,,
130215,hospital dr. gustavo fricke,5,valparaiso,5109,vina del mar,5,servicio de salud vina del mar-quillota,hospital,servicio de salud,terciario,hospitalaria (ueh),-33.0245,-71.5518,alta complejidad,2025,6,6,covid-19 sospecha/confirmada,188,9,22,36,89,32,03-02-2025,f,c4,95997.0,2025-02-03,2025.0,2.0,monday
131450,sar la reina,13,metropolitana,13115,la reina,9,servicio de salud metropolitano oriente,centro de salud,municipal,primario,ambulatoria (sar),-33.4429,-70.5477,baja complejidad,2025,6,1,influenza y neumonia,47,2,6,8,18,13,03.02.25,m,c3,100167.0,,,,
131450,sar la reina,13,metropolitana,13115,la reina,9,servicio de salud metropolitano oriente,centro de salud,municipal,primario,ambulatoria (sar),-33.4372,-70.5477,baja complejidad,2025,6,2,infeccion respiratoria aguda alta,55,1,9,11,25,9,03.02.25,f,c4,111671.0,,,,
131450,sar la reina,13,metropolitana,13115,la reina,9,servicio de salud metropolitano oriente,centro de salud,municipal,primario,ambulatoria (sar),-33.4429,-70.5477,baja complejidad,2025,6,3,bronquitis/bronquiolitis aguda,133,48,27,28,24,6,2025/02/03,m,c4,62338.0,,,,
131450,sar la reina,13,metropolitana,13115,la reina,9,servicio de salud metropolitano oriente,centro de salud,municipal,primario,ambulatoria (sar),-33.4429,-70.5477,baja complejidad,2025,6,4,crisis asmática,137,8,19,30,61,19,03-02-2025,m,c3,121248.0,2025-02-03,2025.0,2.0,monday
131450,sar la reina,13,metropolitana,13115,la reina,9,servicio de salud metropolitano oriente,centro de salud,municipal,primario,ambulatoria (sar),-33.4429,-70.5477,baja complejidad,2025,6,5,insuficiencia respiratoria aguda,82,3,3,15,22,39,2025/02/03,m,c3,72450.0,,,,
131450,sar la reina,13,metropolitana,13115,la reina,9,servicio de salud metropolitano oriente,centro de salud,municipal,primario,ambulatoria (sar),-33.4429,-70.5477,baja complejidad,2025,6,6,covid-19 sospecha/confirmada,45,7,2,10,23,3,2025/02/03,f,c3,98213.0,,,,
131622,sapu pudahuel sur,13,metropolitana,13126,pudahuel,8,servicio de salud metropolitano occidente,centro de salud,municipal,primario,ambulatoria (sapu),-33.4372,-70.7766,baja complejidad,2025,6,1,influenza y neumonia,155,7,18,21,60,49,03.02.25,m,c3,89193.0,,,,
131622,sapu pudahuel sur,13,metropolitana,13126,pudahuel,8,servicio de salud metropolitano occidente,centro de salud,servicio de salud,primario,ambulatoria (sapu),-33.4372,-70.7766,baja complejidad,2025,6,2,infeccion respiratoria aguda alta,32,0,6,6,15,5,03.02.25,f,c3,138015.0,,,,
131622,sapu pudahuel sur,13,metropolitana,13126,pudahuel,8,servicio de salud metropolitano occidente,centro de salud,municipal,primario,ambulatoria (sapu),-33.4372,-70.7766,baja complejidad,2025,6,3,bronquitis/bronquiolitis aguda,176,57,43,28,41,7,03-02-2025,f,c4,115247.0,2025-02-03,2025.0,2.0,monday
131622,sapu pudahuel sur,13,metropolitana,13126,pudahuel,8,servicio de salud metropolitano occidente,centro de salud,municipal,primario,ambulatoria (sapu),-33.4372,-70.7766,baja complejidad,2025,6,4,crisis asmática,107,8,13,1214,44,13,03.02.25,m,c2,141627.0,,,,
131622,sapu pudahuel sur,13,metropolitana,13126,pudahuel,8,servicio de salud metropolitano occidente,centro de salud,municipal,primario,ambulatoria (sapu),-33.4372,-70.7766,baja complejidad,2025,6,5,insuficiencia respiratoria aguda,120,4,4,11,39,62,03.02.25,f,c3,127554.0,,,,
131622,sapu pudahuel sur,13,metropolitana,13126,pudahuel,8,servicio de salud metropolitano occidente,centro de salud,municipal,primario,ambulatoria (sapu),-33.4372,-70.7766,baja complejidad,2025,6,6,covid-19 sospecha/confirmada,142,8,21,28,65,20,03-02-2025,f,c2,83900.0,2025-02-03,2025.0,2.0,monday
910333,hospital regional de temuco,9,la araucania,9101,temuco,13,servicio de salud araucania sur,hospital,servicio de salud,terciario,urgencia hospitalaria especializada,-38.7397,-72.5984,alta complejidad,2025,6,1,influenza y neumonia,182,11,14,30,81,46,2025/02/03,m,c4,136602.0,,,,
910333,hospital regional de temuco,9,la araucania,9101,temuco,13,servicio de salud araucania sur,hospital,servicio de salud,terciario,urgencia hospitalaria especializada,-38.7397,-72.5984,alta complejidad,2025,6,2,infeccion respiratoria aguda alta,46,4,6,4,24,8,2025/02/03,f,c2,77233.0,,,,
910333,hospital regional de temuco,9,la araucania,9101,temuco,13,servicio de salud araucania sur,hospital,servicio de salud,terciario,urgencia hospitalaria especializada,-38.7397,-72.5984,alta complejidad,2025,6,3,bronquitis/bronquiolitis aguda,111,29,30,21,23,8,03-02-2025,f,c1,99538.0,2025-02-03,2025.0,2.0,monday
910333,hospital regional de temuco,9,la araucania,9101,temuco,13,servicio de salud araucania sur,hospital,servicio de salud,terciario,urgencia hospitalaria especializada,-38.7397,-72.5984,alta complejidad,2025,6,4,crisis asmática,151,4,19,44,68,16,03-02-2025,f,c4,143791.0,2025-02-03,2025.0,2.0,monday
910333,hospital regional de temuco,9,la araucania,9101,temuco,13,servicio de salud araucania sur,hospital,servicio de salud,terciario,urgencia hospitalaria especializada,-38.7397,-72.5984,alta complejidad,2025,6,5,insuficiencia respiratoria aguda,108,3,5,6,39,52,03-02-2025,f,c2,108236.0,2025-02-03,2025.0,2.0,monday
910333,hospital regional de temuco,9,la araucania,9101,temuco,13,servicio de salud araucania sur,hospital,servicio de salud,terciario,urgencia hospitalaria especializada,-38.7397,-72.5984,alta complejidad,2025,6,6,covid-19 sospecha/confirmada,119,8,18,21,55,17,03-02-2025,m,c3,97776.0,2025-02-03,2025.0,2.0,monday
110901,hospital regional de arica dr. juan noe,15,arica y parinacota,15101,arica,1,servicio de salud arica,hospital,servicio de salud,terciario,hospitalaria (ueh),-18.4783,-70.3126,alta complejidad,2025,7,1,influenza y neumonia,187,14,20,30,84,39,10-02-2025,m,c2,91453.0,2025-02-10,2025.0,2.0,monday
110901,hospital regional de arica dr. juan noe,15,arica y parinacota,15101,arica,1,servicio de salud arica,hospital,servicio de salud,terciario,hospitalaria (ueh),-18.4783,-70.3126,alta complejidad,2025,7,2,infeccion respiratoria aguda alta,116,5,12,27,53,19,2025/02/10,f,c3,60724.0,,,,
110901,hospital regional de arica dr. juan noe,15,arica y parinacota,15101,arica,1,servicio de salud arica,hospital,servicio de salud,terciario,hospitalaria (ueh),-18.4783,-70.3126,alta complejidad,2025,7,3,bronquitis/bronquiolitis aguda,127,42,27,23,27,8,2025/02/10,f,c3,84624.0,,,,
110901,hospital regional de arica dr. juan noe,15,arica y parinacota,15101,arica,1,servicio de salud arica,hospital,servicio de salud,terciario,hospitalaria (ueh),-18.4783,-70.3126,alta complejidad,2025,7,4,crisis asmática,122,6,19,29,55,13,10-02-2025,f,c1,111591.0,2025-02-10,2025.0,2.0,monday
110901,hospital regional de arica dr. juan noe,15,arica y parinacota,15101,arica,1,servicio de salud arica,hospital,servicio de salud,terciario,hospitalaria (ueh),-18.4783,-70.3126,alta complejidad,2025,7,5,insuficiencia respiratoria aguda,181,2,10,7,66,96,2025/02/10,f,c2,71331.0,,,,
110901,hospital regional de arica dr. juan noe,15,arica y parinacota,15101,arica,1,servicio de salud arica,hospital,servicio de salud,terciario,hospitalaria (ueh),-18.4783,-70.3126,alta complejidad,2025,7,6,covid-19 sospecha/confirmada,117,8,10,25,58,16,10-02-2025,m,c4,98135.0,2025-02-10,2025.0,2.0,monday
130215,hospital dr. gustavo fricke,5,valparaiso,5109,vina del mar,5,servicio de salud vina del mar-quillota,hospital,servicio de salud,terciario,hospitalaria (ueh),-33.0245,-71.5518,alta complejidad,2025,7,1,influenza y neumonia,121,9,9,17,52,34,10-02-2025,f,c1,117164.0,2025-02-10,2025.0,2.0,monday
130215,hospital dr. gustavo fricke,5,valparaiso,5109,vina del mar,5,servicio de salud vina del mar-quillota,hospital,servicio de salud,terciario,hospitalaria (ueh),-33.0245,-71.5518,alta complejidad,2025,7,2,infeccion respiratoria aguda alta,123,13,19,27,52,12,10-02-2025,f,c1,77333.0,2025-02-10,2025.0,2.0,monday
130215,hospital dr. gustavo fricke,5,valparaiso,5109,vina del mar,5,servicio de salud vina del mar-quillota,hospital,servicio de salud,terciario,hospitalaria (ueh),-33.0245,-71.5518,alta complejidad,2025,7,3,bronquitis/bronquiolitis aguda,78,23,18,14,18,5,10-02-2025,m,c2,91809.0,2025-02-10,2025.0,2.0,monday
130215,hospital dr. gustavo fricke,5,valparaiso,5109,vina del mar,5,servicio de salud vina del mar-quillota,hospital,servicio de salud,terciario,hospitalaria (ueh),-33.0245,-71.5518,alta complejidad,2025,7,4,crisis asmática,96,4,14,28,42,8,2025/02/10,f,c2,66428.0,,,,
130215,hospital dr. gustavo fricke,5,valparaiso,5109,vina del mar,5,servicio de salud vina del mar-quillota,hospital,servicio de salud,terciario,hospitalaria (ueh),-33.0245,-71.5518,alta complejidad,2025,7,5,insuficiencia respiratoria aguda,208,6,10,13,68,111,2025/02/10,masculino,c3,56544.0,,,,
130215,hospital dr. gustavo fricke,5,valparaiso,5109,vina del mar,5,servicio de salud vina del mar-quillota,hospital,servicio de salud,terciario,hospitalaria (ueh),-33.0245,-71.5518,alta complejidad,2025,7,6,covid-19 sospecha/confirmada,81,8,9,13,38,13,2025/02/10,m,c2,116402.0,,,,
131450,sar la reina,13,metropolitana,13115,la reina,9,servicio de salud metropolitano oriente,centro de salud,municipal,primario,ambulatoria (sar),-33.4429,-70.5477,baja complejidad,2025,7,1,influenza y neumonia,87,7,10,13,40,17,10-02-2025,m,c3,98555.0,2025-02-10,2025.0,2.0,monday
131450,sar la reina,13,metropolitana,13115,la reina,9,servicio de salud metropolitano oriente,centro de salud,municipal,primario,ambulatoria (sar),-33.4429,-70.5477,baja complejidad,2025,7,2,infeccion respiratoria aguda alta,72,4,4,20,36,8,10-02-2025,m,c2,109798.0,2025-02-10,2025.0,2.0,monday
131450,sar la reina,13,metropolitana,13115,la reina,9,servicio de salud metropolitano oriente,centro de salud,municipal,primario,ambulatoria (sar),-33.4429,-70.5477,baja complejidad,2025,7,3,bronquitis/bronquiolitis aguda,127,34,33,19,32,9,2025/02/10,f,c2,126103.0,,,,
131450,sar la reina,13,metropolitana,13115,la reina,9,servicio de salud metropolitano oriente,centro de salud,municipal,primario,ambulatoria (sar),-33.4429,-70.5477,baja complejidad,2025,7,4,crisis asmática,89,3,13,21,45,7,2025/02/10,f,c1,79533.0,,,,
131450,sar la reina,13,metropolitana,13115,la reina,9,servicio de salud metropolitano oriente,centro de salud,municipal,primario,ambulatoria (sar),-33.4429,-70.5477,baja complejidad,2025,7,5,insuficiencia respiratoria aguda,75,1,2,8,32,32,10-02-2025,f,c2,121176.0,2025-02-10,2025.0,2.0,monday
131450,sar la reina,13,metropolitana,13115,la reina,9,servicio de salud metropolitano oriente,centro de salud,municipal,primario,ambulatoria (sar),-33.4429,-70.5477,baja complejidad,2025,7,6,covid-19 sospecha/confirmada,165,11,25,32,74,23,2025/02/10,f,c3,113039.0,,,,
131622,sapu pudahuel sur,13,metropolitana,13126,pudahuel,8,servicio de salud metropolitano occidente,centro de salud,municipal,primario,ambulatoria (sapu),-33.4372,-70.7766,baja complejidad,2025,7,1,influenza y neumonia,39,2,3,6,21,7,10.02.25,f,c5,50652.0,,,,
131622,sapu pudahuel sur,13,metropolitana,13126,pudahuel,8,servicio de salud metropolitano occidente,centro de salud,municipal,primario,ambulatoria (sapu),-33.4372,-70.7766,baja complejidad,2025,7,2,infeccion respiratoria aguda alta,141,8,19,33,69,12,10-02-2025,m,c3,84762.0,2025-02-10,2025.0,2.0,monday
131622,sapu pudahuel sur,13,metropolitana,13126,pudahuel,8,servicio de salud metropolitano occidente,centro de salud,municipal,primario,ambulatoria (sapu),-33.4372,-70.7766,baja complejidad,2025,7,3,bronquitis/bronquiolitis aguda,164,46,47,30,32,9,10-02-2025,m,c2,116688.0,2025-02-10,2025.0,2.0,monday
131622,sapu pudahuel sur,13,metropolitana,13126,pudahuel,8,servicio de salud metropolitano occidente,centro de salud,municipal,primario,ambulatoria (sapu),-33.4372,-70.7766,baja complejidad,2025,7,4,crisis asmática,72,1,6,9,44,12,10-02-2025,m,c3,90275.0,2025-02-10,2025.0,2.0,monday
131622,sapu pudahuel sur,13,metropolitana,13126,pudahuel,8,servicio de salud metropolitano occidente,centro de salud,municipal,primario,ambulatoria (sapu),-33.4372,-70.7766,baja complejidad,2025,7,5,insuficiencia respiratoria aguda,143,5,7,13,50,68,10-02-2025,f,c2,67933.0,2025-02-10,2025.0,2.0,monday
131622,sapu pudahuel sur,13,metropolitana,13126,pudahuel,8,servicio de salud metropolitano occidente,centro de salud,municipal,primario,ambulatoria (sapu),-33.4372,-70.7766,baja complejidad,2025,7,6,covid-19 sospecha/confirmada,60,8,7,8,29,8,2025/02/10,f,c2,113262.0,,,,
910333,hospital regional de temuco,9,la araucania,9101,temuco,13,servicio de salud araucania sur,hospital,servicio de salud,terciario,urgencia hospitalaria especializada,-38.7397,-72.5984,alta complejidad,2025,7,1,influenza y neumonia,158,13,16,27,70,32,10-02-2025,m,c3,145245.0,2025-02-10,2025.0,2.0,monday
910333,hospital regional de temuco,9,la araucania,9101,temuco,13,servicio de salud araucania sur,hospital,servicio de salud,terciario,urgencia hospitalaria especializada,-38.7397,-72.5984,alta complejidad,2025,7,2,infeccion respiratoria aguda alta,197,15,26,38,98,20,10-02-2025,m,c4,101859.0,2025-02-10,2025.0,2.0,monday
910333,hospital regional de temuco,9,la araucania,9101,temuco,13,servicio de salud araucania sur,hospital,servicio de salud,terciario,urgencia hospitalaria especializada,-38.7397,-72.5984,alta complejidad,2025,7,3,bronquitis/bronquiolitis aguda,170,52,39,40,34,5,10-02-2025,m,c3,136184.0,2025-02-10,2025.0,2.0,monday
910333,hospital regional de temuco,9,la araucania,9101,temuco,13,servicio de salud araucania sur,hospital,servicio de salud,terciario,urgencia hospitalaria especializada,-38.7397,-72.5984,alta complejidad,2025,7,4,crisis asmática,142,6,17,35,75,9,10-02-2025,f,c2,152887.0,2025-02-10,2025.0,2.0,monday
910333,hospital regional de temuco,9,la araucania,9101,temuco,13,servicio de salud araucania sur,hospital,servicio de salud,terciario,urgencia hospitalaria especializada,-38.7397,-72.5984,alta complejidad,2025,7,5,insuficiencia respiratoria aguda,157,2,10,13,56,76,10.02.25,f,c3,147108.0,,,,
910333,hospital regional de temuco,9,la araucania,9101,temuco,13,servicio de salud araucania sur,hospital,servicio de salud,terciario,urgencia hospitalaria especializada,-38.7397,-72.5984,alta complejidad,2025,7,6,covid-19 sospecha/confirmada,77,6,11,14,36,10,2025/02/10,m,c5,133665.0,,,,
